bulan,tahun,jenis,kode_trayek,trayek,jumlah_penumpang
Mei ,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),217891
Mei ,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),685745
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,93291
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,53171
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,31306
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,51344
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,118283
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,50661
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,23925
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,30716
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,48864
Mei ,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,39866
Mei ,2019,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,2155
Mei ,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,32759
Mei ,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,30582
Mei ,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,22846
Mei ,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,183517
Mei ,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,14296
Mei ,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,128726
Mei ,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,5286
Mei ,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,4125
Mei ,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,4887
Mei ,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,3713
Mei ,2019,ANGKUTAN UMUM INTEGRASI,5A,KAMPUNG MELAYU - GROGOL 1,24712
Mei ,2019,ANGKUTAN UMUM INTEGRASI,5B,STASIUN TEBET - BIDARA CINA,40172
Mei ,2019,ANGKUTAN UMUM INTEGRASI,5F,KAMPUNG MELAYU - TANAH ABANG,60639
Mei ,2019,ANGKUTAN UMUM INTEGRASI,6C,STASIUN TEBET - KARET,260161
Mei ,2019,ANGKUTAN UMUM INTEGRASI,6H,LEBAK BULUS - STASIUN SENEN,118685
Mei ,2019,ANGKUTAN UMUM INTEGRASI,6M,BLOK M - STASIUN MANGGARAI,8405
Mei ,2019,ANGKUTAN UMUM INTEGRASI,6N,RAGUNAN - BLOK M VIA KEMANG,8916
Mei ,2019,ANGKUTAN UMUM INTEGRASI,6Q,EPICENTRUM - CASABLANCA,11377
Mei ,2019,ANGKUTAN UMUM INTEGRASI,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,9474
Mei ,2019,ANGKUTAN UMUM INTEGRASI,7B,KAMPUNG RAMBUTAN - BLOK M,8128
Mei ,2019,ANGKUTAN UMUM INTEGRASI,7D,CAWANG UKI - TMII,58821
Mei ,2019,ANGKUTAN UMUM INTEGRASI,7E,KAMPUNG RAMBUTAN - RAGUNAN,11546
Mei ,2019,ANGKUTAN UMUM INTEGRASI,7N,GANDARIA - KAMPUNG RAMBUTAN,8678
Mei ,2019,ANGKUTAN UMUM INTEGRASI,8C,KEBAYORAN LAMA - TANAH ABANG,92596
Mei ,2019,ANGKUTAN UMUM INTEGRASI,8D,JOGLO - BLOK M,76728
Mei ,2019,ANGKUTAN UMUM INTEGRASI,8E,BINTARO - BLOK M,48917
Mei ,2019,ANGKUTAN UMUM INTEGRASI,8K,BATUSARI - TANAH ABANG,30964
Mei ,2019,ANGKUTAN UMUM INTEGRASI,9D,PASAR MINGGU - TANAH ABANG,99546
Mei ,2019,ANGKUTAN UMUM INTEGRASI,9E,KEBAYORAN LAMA - GROGOL 2,62067
Mei ,2019,ANGKUTAN UMUM INTEGRASI,9H,CIPEDAK - BLOK M,4917
Mei ,2019,ANGKUTAN UMUM INTEGRASI,11A,PULO GEBANG - RAWAMANGUN,9626
Mei ,2019,ANGKUTAN UMUM INTEGRASI,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),6945
Mei ,2019,ANGKUTAN UMUM INTEGRASI,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,51088
Mei ,2019,ANGKUTAN UMUM INTEGRASI,11T,PULO GEBANG - STASIUN CAKUNG,621
Mei ,2019,ANGKUTAN UMUM INTEGRASI,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,6908
Mei ,2019,TRANSJABODETABEK,,PULO GEBANG - LEBAK BULUS,40
Mei ,2019,TRANSJABODETABEK,,PULO GEBANG - PINANG RANTI,24
Mei ,2019,TRANSJABODETABEK,,PULO GEBANG - PASAR MINGGU,34
Mei ,2019,TRANSJABODETABEK,,PULO GEBANG - TANJUNG PRIUK,20
Mei ,2019,TRANSJABODETABEK,12A,KOTA - PELABUHAN KALIADEM,8691
Mei ,2019,TRANSJABODETABEK,12B,PLUIT - STASIUN SENEN,2724
Mei ,2019,TRANSJABODETABEK,12E,HISTORY OF JAKARTA EXPLORER,5898
Mei ,2019,TRANSJABODETABEK,12K,ASEMKA EXPLORER,7392
Mei ,2019,TRANSJABODETABEK,MR1,CSW - PAKUBUWONO,862
Mei ,2019,TRANSJABODETABEK,MR2,CSW - KRAMTA PELA,3802
Mei ,2019,TRANSJABODETABEK,MR3,CSW - WIJAYA,1692
Mei ,2019,TRANSJABODETABEK,MR5,STASIUN MRT BLOK A - RADIO DALAM,1748
Mei ,2019,TRANSJABODETABEK,MR8,CIPETE - ANTASARI,1795
Mei ,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,56413
Mei ,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,35578
Mei ,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,70884
Mei ,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,4622
Mei ,2019,TRANSJABODETABEK,D11,DEPOK - BKN,89432
Mei ,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,79127
Mei ,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,103472
Mei ,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,142397
Mei ,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,94459
Mei ,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,29624
Mei ,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,195786
Mei ,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,70489
Mei ,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,1559
Mei ,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,76494
Mei ,2019,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,17497
Mei ,2019,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,13348
Mei ,2019,TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,891
Mei ,2019,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,4617
Mei ,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,1K,CIBUBUR JUNCTION - BLOK M,11521
Mei ,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,9425
Mei ,2019,TRANSJABODETABEK,6P,CIBUBUR - KUNINGAN,10853
Mei ,2019,TRANSJABODETABEK,13A,CBD - MONAS,888
Mei ,2019,TRANSJABODETABEK,1U,TAMAN MINI - BALAI KOTA,3691
Mei ,2019,TRANSJABODETABEK,D31,CINERE - KUNINGAN,1012
Mei ,2019,TRANSJABODETABEK,S31,BINTARO - BLOK M VIA JORR,7693
Mei ,2019,TRANSJABODETABEK,S12,BSD - BUNDERAN SENAYAN,876
Mei ,2019,TRANSJABODETABEK,,JATI BENING - BLOK M,1375
Mei ,2019,TRANSJABODETABEK,,JATI BENING - KUNINGAN,1158
Mei ,2019,TRANSJABODETABEK,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),285272
Mei ,2019,TRANSJABODETABEK,GR2,TANAH ABANG EXPLORER,24949
Mei ,2019,TRANSJABODETABEK,,POLDA - GBK (VIA SCBD),0
Mei ,2019,TRANSJABODETABEK,TJC,TRANSJAKARTA CARES,3682
Mei ,2019,TRANSJABODETABEK,G1,GRATIS GATE NON BRT,2841
Mei ,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN IHF TROFI TAHUN 2019,1712
Mei ,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN JIC-CIBUBUR (BERBAYAR),0
Mei ,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN DPR MRT,0
Mei ,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN INDO TEMPO DOELOE,0
Mei ,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN RUMAH ZAKAT,876
Mei ,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN YAYASAN PANTI NURUL HUDA,55
Mei ,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN ANAK YATIM  YP PETAMBURAN,120
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-1,TANJUNG PRIOK-PLUMPANG,6272
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-2,DUREN SAWIT - KAMPUNG MELAYU,57778
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-3,LEBAK BULUS - PONDOK LABU,568
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-4,GROGOL - TUBAGUS ANGKE,63854
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-5,SEMPER - ROROTAN,81998
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-6,KAMPUNG RAMBUTAN - PONDOK GEDE,71967
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-7,TANAH ABANG-TAWAKAL,67292
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-10,TANAH ABANG-KOTA,13859
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-11,TANAH ABANG-KEBAYORAN LAMA,27654
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-12,TANAH ABANG- KAMPUNG BARU KEBAYORAN,18986
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-14,TANAH ABANG-MERUYA,63692
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-15,BULAK TURI - TANJUNG PRIOK,158908
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-16,PGC - CONDET,125966
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-17,PULOGADUNG - SENEN ,4374
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-18,KALIBATA - KUNINGAN,32817
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-19,PINANG RANTI - SETU,190639
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-20,LUBANG BUAYA - CAWANG UKI,111696
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-21,DWIKORA - CILILITAN,113149
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-22,DWIKORA - PENAS,41687
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-24,PULOGADUNG-PASAR SENEN,6839
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-25,PASAR REBO - KALISARI,69645
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-26,RAWAMANGUN-KALIMALANG,61493
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-27,PULOGEBANG - ROROTAN,74637
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-28,PASAR REBO - TAMAN WILADATIKA,81359
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-29,TANJUNG PRIOK - KELAPA GADING,128068
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-30,MERUYA - CITRALAND,187972
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-31,BLOK M - PONDOK LABU,109605
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-32,PETUKANGAN - LEBAK BULUS,128768
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-33,PULO GADUNG - KOTA,61657
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-34,RAWAMANGUN - KLENDER,18788
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-37,CILILITAN - CONDET VIA KAYU MANIS,11406
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-44,LENTENG ANGGUNG - ANDARA,71521
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-45,LEBAK BULUS-RAGUNAN,96794
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-50,KALIDERES - PURIKEMBANGAN,64714
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-51,TAMAN KOTA - BUDI LUHUR,107829
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-56,GROGOL - SRENGSENG,576
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-58,ISLAMIC - ROROTAN,69439
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-59,RAWAMANGUN-RAWASENGON,90675
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-60,KELAPA GADING - RUSUN KEMAYORAN,918
Mei ,2019, ANGKUTAN INTEGRASI BUS KECIL ,JAK-61,PULOGADUNG-CEMPAKA MAS,38729
Mei ,2019,ANGKUTAN WISATA,BW1,SEJARAH JAKARTA,41517
Mei ,2019,ANGKUTAN WISATA,BW2,JAKARTA MODERN,2339
Mei ,2019,ANGKUTAN WISATA,BW3,PENCAKAR LANGIT,14422
Mei ,2019,ANGKUTAN WISATA,BW5,WISATA KALIJODO,8583
Mei ,2019,ANGKUTAN WISATA,BW6,MAKAM MBAH PRIUK,1567
Mei ,2019,ANGKUTAN WISATA,BW7,JAKARTA BELANJA,3195
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2E,RUSUN RAWA BEBEK - PAKIN,12455
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2F,RUSUN CAKUNG BARAT (ALBO) - PULO GADUNG 1,21822
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,2H,RUSUN JATI RAWASARI - SENEN,4279
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3A,RUSUN PESAKIH - KALIDERES,2801
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3B,RUSUN FLAMBOYAN - KALIDERES,7256
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,3C,RUSUN KAPUK MUARA - PENJARINGAN,6627
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,4E,RUSUN JATINEGARA KAUM - PULO GADUNG 2,2861
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,9F,RUSUN TAMBORA - PLUIT,6211
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10A,RUSUN MARUNDA - TANJUNG PRIOK,43999
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,10B,RUSUN CIPINANG BESAR SELATAN - PENAS KALIMALANG,10637
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11B,RUSUN RAWA BEBEK - PENGGILINGAN,6959
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11C,RUSUN PINUS ELOK - RUSUN PULO GEBANG,26259
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11K,RUSUN KOMARUDIN - PENGGILINGAN,8352
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11M,RUSUN RAWA BEBEK - BUKIT DURI,33042
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11N,RUSUN CIPINANG MUARA - JATINEGARA,3263
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11P,RUSUN PONDOK BAMBU - WALIKOTA JAKARTA TIMUR,29
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,11R,RUSUN CAKUNG KM 2 - BUKIT DURI,7649
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12C,RUSUN WADUK PLUIT- PENJARINGAN,9647
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12D,RUSUN SUKAPURA - SUNTER (VIA KELAPA GADING),7328
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12F,RUSUN MARUNDA - RUSUN WADUK PLUIT,24434
Mei ,2019,ANGKUTAN UMUM INTEGRASI RUSUN,12H,RUSUN PENJARINGAN - PENJARINGAN,4727
Mei ,2019,LAMPIRAN LAYANAN GRATIS BRT,MAR,GRATIS MARBOT,20
Mei ,2019,LAMPIRAN LAYANAN GRATIS BRT,PAUD,GRATIS PAUD,6677
Mei ,2019,LAMPIRAN LAYANAN GRATIS BRT,JMT,GRATIS JUMANTIK,6481
Juni,2019,BRT,1,KORIDOR 1 (BLOK M - KOTA),2042807
Juni,2019,BRT,2,KORIDOR 2 (PULOGADUNG 1 - HARMONI),715613
Juni,2019,BRT,3,KORIDOR 3 (KALIDERES - PASAR BARU),838896
Juni,2019,BRT,4,KORIDOR 4 (PULOGADUNG 2 - DUKUH ATAS 2),613074
Juni,2019,BRT,5,KORIDOR 5 (KAMPUNG MELAYU - ANCOL),914052
Juni,2019,BRT,6,KORIDOR 6 (RAGUNAN - DUKUH ATAS 2),847643
Juni,2019,BRT,7,KORIDOR 7 (KAMPUNG RAMBUTAN - KAMPUNG MELAYU),911756
Juni,2019,BRT,8,KORIDOR 8 (LEBAK BULUS - HARMONI),877701
Juni,2019,BRT,9,KORIDOR 9 (PINANG RANTI - PLUIT),1179321
Juni,2019,BRT,10,KORIDOR 10 (PGC 2 - PLUIT),680153
Juni,2019,BRT,11,KORIDOR 11 (PULOGEBANG - KAMPUNG MELAYU),285162
Juni,2019,BRT,12,KORIDOR 12 (PENJARINGAN - TANJUNG PRIOK),259603
Juni,2019,BRT,13,KORIDOR 13 (CBD CILEDUG - BLOK M),595283
Juni,2019,ANGKUTAN UMUM INTEGRASI,1A,PIK - BALAIKOTA,80221
Juni,2019,ANGKUTAN UMUM INTEGRASI,1B,STASIUN PALMERAH - TOSARI,47253
Juni,2019,ANGKUTAN UMUM INTEGRASI,1F,STASIUN PALMERAH - BUNDARAN SENAYAN,21414
Juni,2019,ANGKUTAN UMUM INTEGRASI,1C,PESANGGRAHAN - BLOK M,50098
Juni,2019,ANGKUTAN UMUM INTEGRASI,1E,PONDOK LABU - BLOK M,116347
Juni,2019,ANGKUTAN UMUM INTEGRASI,1H,STASIUN TANAH ABANG - STASIUN GONDANGDIA,45144
Juni,2019,ANGKUTAN UMUM INTEGRASI,1N,TANAH ABANG - BLOK M,28045
Juni,2019,ANGKUTAN UMUM INTEGRASI,1P,SENEN - BUNDERAN SENAYAN,30685
Juni,2019,ANGKUTAN UMUM INTEGRASI,1Q,REMPOA - BLOK M,46127
Juni,2019,ANGKUTAN UMUM INTEGRASI,1R,STASIUN PASAR SENEN - STASIUN TANAH ABANG,39563
Juni,2019,ANGKUTAN UMUM INTEGRASI,2K,HARAPAN INDAH - JAKARTA GARDEN CITY,3332
Juni,2019,ANGKUTAN UMUM INTEGRASI,3D,PENJARINGAN - RAWA BUAYA,25338
Juni,2019,ANGKUTAN UMUM INTEGRASI,3E,SENTRALAND CENGKARENG - PURI KEMBANGAN,30854
Juni,2019,ANGKUTAN UMUM INTEGRASI,4A,TU GAS - GROGOL 2,19551
Juni,2019,ANGKUTAN UMUM INTEGRASI,4B,STASIUN MANGGARAI - UI,160441
Juni,2019,ANGKUTAN UMUM INTEGRASI,4C,TU GAS - BUNDERAN SENAYAN,10476
Juni,2019,ANGKUTAN UMUM INTEGRASI,4F,PONDOK GEDE - PULOGADUNG 2,122945
Juni,2019,ANGKUTAN UMUM INTEGRASI,DA1,DUKUH ATAS - RATULANGI,8171
Juni,2019,ANGKUTAN UMUM INTEGRASI,DA2,DUKUH ATAS - TANAH ABANG,7066
Juni,2019,ANGKUTAN UMUM INTEGRASI,DA3,DUKUH ATAS - KUNINGAN,7648
Juni,2019,ANGKUTAN UMUM INTEGRASI,DA4,DUKUH ATAS - KOTA,7411
Juni,2019,TRANSJABODETABEK,5A,KAMPUNG MELAYU - GROGOL 1,22624
Juni,2019,TRANSJABODETABEK,5B,STASIUN TEBET - BIDARA CINA,35106
Juni,2019,TRANSJABODETABEK,5F,KAMPUNG MELAYU - TANAH ABANG,4931
Juni,2019,TRANSJABODETABEK,6C,STASIUN TEBET - KARET,206659
Juni,2019,TRANSJABODETABEK,6H,LEBAK BULUS - STASIUN SENEN,99984
Juni,2019,TRANSJABODETABEK,6M,BLOK M - STASIUN MANGGARAI,66108
Juni,2019,TRANSJABODETABEK,6N,RAGUNAN - BLOK M VIA KEMANG,85018
Juni,2019,TRANSJABODETABEK,6Q,EPICENTRUM - CASABLANCA,9889
Juni,2019,TRANSJABODETABEK,7A,KAMPUNG RAMBUTAN - LEBAK BULUS,80308
Juni,2019,TRANSJABODETABEK,7B,KAMPUNG RAMBUTAN - BLOK M,79242
Juni,2019,TRANSJABODETABEK,7D,CAWANG UKI - TMII,70547
Juni,2019,TRANSJABODETABEK,7E,KAMPUNG RAMBUTAN - RAGUNAN,10251
Juni,2019,TRANSJABODETABEK,7N,GANDARIA - KAMPUNG RAMBUTAN,9175
Juni,2019,TRANSJABODETABEK,8C,KEBAYORAN LAMA - TANAH ABANG,71019
Juni,2019,TRANSJABODETABEK,8D,JOGLO - BLOK M,69409
Juni,2019,TRANSJABODETABEK,8E,BINTARO - BLOK M,46281
Juni,2019,TRANSJABODETABEK,8K,BATUSARI - TANAH ABANG,28597
Juni,2019,TRANSJABODETABEK,9D,PASAR MINGGU - TANAH ABANG,88135
Juni,2019,TRANSJABODETABEK,9E,KEBAYORAN LAMA - GROGOL 2,49229
Juni,2019,TRANSJABODETABEK,9H,CIPEDAK - BLOK M,53424
Juni,2019,TRANSJABODETABEK,11A,PULO GEBANG - RAWAMANGUN,11288
Juni,2019,TRANSJABODETABEK,11D,PULO GEBANG - PULO GADUNG 2 (VIA PIK),69403
Juni,2019,TRANSJABODETABEK,11Q,KAMPUNG MELAYU - PULOGEBANG VIA BKT,50221
Juni,2019,TRANSJABODETABEK,11T,PULO GEBANG - STASIUN CAKUNG,730
Juni,2019,TRANSJABODETABEK,11U,PULO GEBANG - STASIUN CAKUNG - CILINCING,7798
Juni,2019,TRANSJABODETABEK,11E,PULO GEBANG - LEBAK BULUS,445
Juni,2019,TRANSJABODETABEK,11H,PULO GEBANG - PINANG RANTI,350
Juni,2019,TRANSJABODETABEK,11F,PULO GEBANG - PASAR MINGGU,244
Juni,2019,TRANSJABODETABEK,10E,PULO GEBANG - TANJUNG PRIUK,675
Juni,2019,TRANSJABODETABEK,12A,KOTA - PELABUHAN KALIADEM,15641
Juni,2019,TRANSJABODETABEK,12B,PLUIT - STASIUN SENEN,25103
Juni,2019,TRANSJABODETABEK,12E,HISTORY OF JAKARTA EXPLORER,10674
Juni,2019,TRANSJABODETABEK,12K,ASEMKA EXPLORER,9971
Juni,2019,TRANSJABODETABEK,MR1,CSW - PAKUBUWONO,1272
Juni,2019,TRANSJABODETABEK,MR2,CSW - KRAMAT PELA,5919
Juni,2019,TRANSJABODETABEK,MR3,CSW - WIJAYA,23
Juni,2019,TRANSJABODETABEK,MR5,STASIUN MRT BLOK A - RADIO DALAM,3289
Juni,2019,TRANSJABODETABEK,MR8,CIPETE - ANTASARI,3293
Juni,2019,TRANSJABODETABEK,,TAMAN MINI - KAMPUNG RAMBUTAN,12
Juni,2019,TRANSJABODETABEK,1M,BLOK M - MERUYA,7611
Juni,2019,TRANSJABODETABEK,,PONDOK KELAPA - BKN,142
Juni,2019,TRANSJABODETABEK,B11,SUMMARECON BEKASI - TOSARI,52413
Juni,2019,TRANSJABODETABEK,B12,SUMMARECON BEKASI - TANJUNG PRIOK,34176
Juni,2019,TRANSJABODETABEK,B21,BEKASI TIMUR - GROGOL 2,74285
Juni,2019,TRANSJABODETABEK,B22,BEKASI TIMUR - JUANDA,48045
Juni,2019,TRANSJABODETABEK,D11,DEPOK - BKN,89482
Juni,2019,TRANSJABODETABEK,D21,UI - LEBAK BULUS,78493
Juni,2019,TRANSJABODETABEK,S11,BSD - GROGOL 2,90786
Juni,2019,TRANSJABODETABEK,S21,CIPUTAT - TOSARI,128626
Juni,2019,TRANSJABODETABEK,S22,CIPUTAT - KAMPUNG RAMBUTAN,86934
Juni,2019,TRANSJABODETABEK,S41,PONDOK CABE - TANAH ABANG,34593
Juni,2019,TRANSJABODETABEK,T11,PORIS PLAWAD - BUNDARAN SENAYAN,177813
Juni,2019,TRANSJABODETABEK,T12,PORIS PLAWAD - JUANDA,65624
Juni,2019,TRANSJABODETABEK,7C,CIBUBUR - BKN,149111
Juni,2019,TRANSJABODETABEK,2B,HARAPAN INDAH - ASMI,86241
Juni,2019,TRANSJABODETABEK,B13,BEKASI BARAT - BLOK M,12727
Juni,2019,TRANSJABODETABEK,B14,BEKASI BARAT - KUNINGAN,10301
Juni,2019,TRANSJABODETABEK,B23,BEKASI TIMUR - TEBET,643
Juni,2019,TRANSJABODETABEK,B24,BEKASI TIMUR - KALIDERES,4011
Juni,2019,TRANSJABODETABEK,1K,CIBUBUR JUNCTION - BLOK M,10875
Juni,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,1T,CIBUBUR - KOTA,893
Juni,2019,ANGKUTAN EKSEKUTIF ROYAL TRANS ,6P,CIBUBUR - KUNINGAN,9132
Juni,2019,TRANSJABODETABEK,13A,CBD - MONAS,0
Juni,2019,TRANSJABODETABEK,1U,TAMAN MINI - BALAI KOTA,2735
Juni,2019,TRANSJABODETABEK,D31,CINERE - KUNINGAN,979
Juni,2019,TRANSJABODETABEK,S31,BINTARO - BLOK M VIA JORR,6713
Juni,2019,TRANSJABODETABEK,S12,BSD - BUNDERAN SENAYAN,7978
Juni,2019,TRANSJABODETABEK,,JATI BENING - BLOK M,1872
Juni,2019,TRANSJABODETABEK,,JATI BENING - KUNINGAN,595
Juni,2019,TRANSJABODETABEK,GR1,BUNDARAN SENAYAN - HARMONI (BUS GRATIS),241225
Juni,2019,TRANSJABODETABEK,GR2,TANAH ABANG EXPLORER,160395
Juni,2019,TRANSJABODETABEK,TJC,TRANSJAKARTA CARES,3054
Juni,2019, ANGKUTAN UMUM LAINNYA ,,GRATIS GATE NON BRT,2336
Juni,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN IHF TROFI TAHUN 2019,0
Juni,2019, ANGKUTAN UMUM LAINNYA ,,ROMBONGAN RUMAH ZAKAT,0
